type	latitude	longitude	name	desc
T	-33.8495679	151.2096190	geofence	Length: 3.085 km (1.917 mi)
T	-33.8511272	151.2075806
T	-33.8521385	151.2064111
T	-33.8530897	151.2063200
T	-33.8532211	151.2072587
T	-33.8539473	151.2094796
T	-33.8561101	151.2107403
T	-33.8576671	151.2126446
T	-33.8567494	151.2173868
T	-33.8535330	151.2183952
T	-33.8495679	151.2096190
